word,category,is_oov,notes,source
प्रतिभाको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
प्रतिक्षा,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
डोमेनसँग,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
पञ्चायत,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
किराँतहरुले,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
रेडियोले,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
घुसखोरी,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
मन्त्रिपरिषद्लाई,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
गीतका,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
पर्दैैन,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
श्रमजीवी,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
कानुनी,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
योनी,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
चौधरी,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
परीरहेको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
टालटुले,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
बखत्,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
संगठनमाझ,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
बताउनुहुन्छ,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
कब्जियत,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
बागबजारको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
तलबको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
यूकेको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
बालिकाहरुमाथि,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
स्पाइवेयर,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
सिक्दैछन्,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
इन्साइक्लोपडिया,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
बहादुरीपूर्वक,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
शुक्लागण्डकी,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
इडिभी,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
अकाउन्ट,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
निर्जिव,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
घट्यो,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
इस्टर्नाइजेसन,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
प्रतिवादीका,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
भलिबलको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
पछिल्लोपल्ट,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
टेम्लेटलेट,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
प्रदेशसभाको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
उत्साहजनकरुपमा,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
गोलीसहित,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
चारबुँदे,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
प्रत्यारोपणपछि,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
प्रवेशद्वारको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
चाँजो,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
श्रीदेवीको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
बर्षातको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
व्यवसायीहरुको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
वृद्धले,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
प्रोजेक्टले,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
नाममात्रको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
दिइएर,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
प्रतापसँगै,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
सरोकारका,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
दिइनन्,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
फूर्तिलो,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
इन्दिराको,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
भिएलएनका,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
पेजबाट,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
सवैका,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
छविलाई,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
पछिल्तिर,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
पारजित,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
गरिदिनुभयो,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
मधेसकेन्द्रीत,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
करातें,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
सटमा,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
निस्कर्ष,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
मौजुद,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
टोलीहरुसग,BRAND,False,IV control word — all bigrams in training vocab,iv_sample
