word,category,is_oov,notes,source
कर्तव्यपथमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
मार्गदर्शक,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पृथ्वीचोकदेखि,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पथ्र्याे,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सपथग्रहण,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पुल्चोकबाट,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सडकहरूमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
चक्रपथमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
शपथमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
रिङरोडमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पृथ्वीराजमार्गस्थित,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सडकमार्ग,NAV,False,IV control word — all bigrams in training vocab,iv_sample
लोकमार्गले,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सडकलाई,NAV,False,IV control word — all bigrams in training vocab,iv_sample
रोडमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
खहरेचोकसम्म,NAV,False,IV control word — all bigrams in training vocab,iv_sample
मार्गचित्रबमोजिम,NAV,False,IV control word — all bigrams in training vocab,iv_sample
न्युरोड,NAV,False,IV control word — all bigrams in training vocab,iv_sample
करोडपति,NAV,False,IV control word — all bigrams in training vocab,iv_sample
करोड,NAV,False,IV control word — all bigrams in training vocab,iv_sample
करोडको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सडकखण्डका,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पथरी,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सडको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सडकखण्डमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सुरुङमार्गले,NAV,False,IV control word — all bigrams in training vocab,iv_sample
चत्रपथभित्रका,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पृथ्वीराजमार्ग,NAV,False,IV control word — all bigrams in training vocab,iv_sample
करोडकाे,NAV,False,IV control word — all bigrams in training vocab,iv_sample
कालिञ्चोकमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
चोकनजिकै,NAV,False,IV control word — all bigrams in training vocab,iv_sample
लोकपथ,NAV,False,IV control word — all bigrams in training vocab,iv_sample
तोडमरोड,NAV,False,IV control word — all bigrams in training vocab,iv_sample
शपथ,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सुमार्गीसँग,NAV,False,IV control word — all bigrams in training vocab,iv_sample
बौद्धमार्गीहरुको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
शपथग्रहण,NAV,False,IV control word — all bigrams in training vocab,iv_sample
न्यूरोड,NAV,False,IV control word — all bigrams in training vocab,iv_sample
प्रोडक्सनको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
रिङरोडभित्र,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सुमार्गीबीच,NAV,False,IV control word — all bigrams in training vocab,iv_sample
न्यूरोडको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
हल्चोकमा,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सडकको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
रेलमार्गको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
धावनमार्गका,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पुतलीसडकको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
प्रोडुसरको,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सातकरोड,NAV,False,IV control word — all bigrams in training vocab,iv_sample
तालचोकसम्म,NAV,False,IV control word — all bigrams in training vocab,iv_sample
भन्नुपथ्र्यो,NAV,False,IV control word — all bigrams in training vocab,iv_sample
राजमार्गकै,NAV,False,IV control word — all bigrams in training vocab,iv_sample
गणेशमानचोकदेखि,NAV,False,IV control word — all bigrams in training vocab,iv_sample
अक्षरमार्ग,NAV,False,IV control word — all bigrams in training vocab,iv_sample
झिकाउनुपथ्र्यो,NAV,False,IV control word — all bigrams in training vocab,iv_sample
सुरुङमार्ग,NAV,False,IV control word — all bigrams in training vocab,iv_sample
मिलनचोकका,NAV,False,IV control word — all bigrams in training vocab,iv_sample
रेलमार्ग,NAV,False,IV control word — all bigrams in training vocab,iv_sample
कान्तिलोकपथ,NAV,False,IV control word — all bigrams in training vocab,iv_sample
रोड,NAV,False,IV control word — all bigrams in training vocab,iv_sample
पथरीशनिश्चरे,NAV,False,IV control word — all bigrams in training vocab,iv_sample
