sentence_id,word,category,is_oov,sentence,source
OOV_0013,वृद्ध भत्ता,GOVT,True,"वृद्ध भत्ता, Sensodyne, परराष्ट्र मन्त्रालय, सञ्चार तथा सूचना, refund request",seed_guide
OOV_0013,Sensodyne,BRAND,True,"वृद्ध भत्ता, Sensodyne, परराष्ट्र मन्त्रालय, सञ्चार तथा सूचना, refund request",seed_guide
OOV_0013,परराष्ट्र मन्त्रालय,GOVT,True,"वृद्ध भत्ता, Sensodyne, परराष्ट्र मन्त्रालय, सञ्चार तथा सूचना, refund request",seed_guide
OOV_0013,सञ्चार तथा सूचना,GOVT,True,"वृद्ध भत्ता, Sensodyne, परराष्ट्र मन्त्रालय, सञ्चार तथा सूचना, refund request",seed_guide
OOV_0013,refund request,CM,True,"वृद्ध भत्ता, Sensodyne, परराष्ट्र मन्त्रालय, सञ्चार तथा सूचना, refund request",seed_guide
OOV_0014,चाबहिल,NAV,True,"चाबहिल, पुल्चोक, iSmart, दासढुंगामा, खप्तड",seed_guide
OOV_0014,पुल्चोक,NAV,True,"चाबहिल, पुल्चोक, iSmart, दासढुंगामा, खप्तड",seed_guide
OOV_0014,iSmart,CMPY,True,"चाबहिल, पुल्चोक, iSmart, दासढुंगामा, खप्तड",seed_guide
OOV_0014,दासढुंगामा,PROP,True,"चाबहिल, पुल्चोक, iSmart, दासढुंगामा, खप्तड",step4_corpus
OOV_0014,खप्तड,PROP,True,"चाबहिल, पुल्चोक, iSmart, दासढुंगामा, खप्तड",seed_guide
OOV_0015,electricity bill online,CM,True,"electricity bill online, संविधान संशोधन, पर्यटन मन्त्रालय, सप्तरी, data plan",seed_guide
OOV_0015,संविधान संशोधन,GOVT,True,"electricity bill online, संविधान संशोधन, पर्यटन मन्त्रालय, सप्तरी, data plan",seed_guide
OOV_0015,पर्यटन मन्त्रालय,GOVT,True,"electricity bill online, संविधान संशोधन, पर्यटन मन्त्रालय, सप्तरी, data plan",seed_guide
OOV_0015,सप्तरी,PROP,True,"electricity bill online, संविधान संशोधन, पर्यटन मन्त्रालय, सप्तरी, data plan",seed_guide
OOV_0015,data plan,CM,True,"electricity bill online, संविधान संशोधन, पर्यटन मन्त्रालय, सप्तरी, data plan",seed_guide
OOV_0016,जोरपाटी,NAV,True,"जोरपाटी, internet bandwidth, ध्रुव, पशुपतिनाथ, format गर्नुस्",seed_guide
OOV_0016,internet bandwidth,CM,True,"जोरपाटी, internet bandwidth, ध्रुव, पशुपतिनाथ, format गर्नुस्",seed_guide
OOV_0016,ध्रुव,PROP,True,"जोरपाटी, internet bandwidth, ध्रुव, पशुपतिनाथ, format गर्नुस्",seed_guide
OOV_0016,पशुपतिनाथ,PROP,True,"जोरपाटी, internet bandwidth, ध्रुव, पशुपतिनाथ, format गर्नुस्",seed_guide
OOV_0016,format गर्नुस्,CM,True,"जोरपाटी, internet bandwidth, ध्रुव, पशुपतिनाथ, format गर्नुस्",seed_guide
OOV_0017,app update,CM,True,"app update, IMF, राजवंशी, गृह मन्त्रालय, सिंचाइ विकास",seed_guide
OOV_0017,IMF,ABBR,True,"app update, IMF, राजवंशी, गृह मन्त्रालय, सिंचाइ विकास",seed_guide
OOV_0017,राजवंशी,PROP,True,"app update, IMF, राजवंशी, गृह मन्त्रालय, सिंचाइ विकास",seed_guide
OOV_0017,गृह मन्त्रालय,GOVT,True,"app update, IMF, राजवंशी, गृह मन्त्रालय, सिंचाइ विकास",seed_guide
OOV_0017,सिंचाइ विकास,GOVT,True,"app update, IMF, राजवंशी, गृह मन्त्रालय, सिंचाइ विकास",seed_guide
OOV_0018,OPM,ABBR,True,"OPM, समृद्ध नेपाल, वफादार, Siddhartha Bank, यूथ",seed_guide
OOV_0018,समृद्ध नेपाल,GOVT,True,"OPM, समृद्ध नेपाल, वफादार, Siddhartha Bank, यूथ",seed_guide
OOV_0018,वफादार,PROP,True,"OPM, समृद्ध नेपाल, वफादार, Siddhartha Bank, यूथ",step4_corpus
OOV_0018,Siddhartha Bank,CMPY,True,"OPM, समृद्ध नेपाल, वफादार, Siddhartha Bank, यूथ",seed_guide
OOV_0018,यूथ,PROP,True,"OPM, समृद्ध नेपाल, वफादार, Siddhartha Bank, यूथ",step4_corpus
OOV_0019,block गर्नुस्,CM,True,"block गर्नुस्, कर्णाली एकीकृत, RAM, story post, Agriculture Development Bank",seed_guide
OOV_0019,कर्णाली एकीकृत,GOVT,True,"block गर्नुस्, कर्णाली एकीकृत, RAM, story post, Agriculture Development Bank",seed_guide
OOV_0019,RAM,ABBR,True,"block गर्नुस्, कर्णाली एकीकृत, RAM, story post, Agriculture Development Bank",seed_guide
OOV_0019,story post,CM,True,"block गर्नुस्, कर्णाली एकीकृत, RAM, story post, Agriculture Development Bank",seed_guide
OOV_0019,Agriculture Development Bank,CMPY,True,"block गर्नुस्, कर्णाली एकीकृत, RAM, story post, Agriculture Development Bank",seed_guide
OOV_0020,Deprosc Laghubitta,CMPY,True,"Deprosc Laghubitta, थोरोङ पास, Nepal Investment Bank, काठमाडौं, ठमेल",seed_guide
OOV_0020,थोरोङ पास,PROP,True,"Deprosc Laghubitta, थोरोङ पास, Nepal Investment Bank, काठमाडौं, ठमेल",seed_guide
OOV_0020,Nepal Investment Bank,CMPY,True,"Deprosc Laghubitta, थोरोङ पास, Nepal Investment Bank, काठमाडौं, ठमेल",seed_guide
OOV_0020,काठमाडौं,PROP,True,"Deprosc Laghubitta, थोरोङ पास, Nepal Investment Bank, काठमाडौं, ठमेल",seed_guide
OOV_0020,ठमेल,NAV,True,"Deprosc Laghubitta, थोरोङ पास, Nepal Investment Bank, काठमाडौं, ठमेल",seed_guide
OOV_0021,Golchha Organisation,CMPY,True,"Golchha Organisation, Tuborg, backup लिनुस्, मनाङ, GPS location",seed_guide
OOV_0021,Tuborg,BRAND,True,"Golchha Organisation, Tuborg, backup लिनुस्, मनाङ, GPS location",seed_guide
OOV_0021,backup लिनुस्,CM,True,"Golchha Organisation, Tuborg, backup लिनुस्, मनाङ, GPS location",seed_guide
OOV_0021,मनाङ,PROP,True,"Golchha Organisation, Tuborg, backup लिनुस्, मनाङ, GPS location",seed_guide
OOV_0021,GPS location,CM,True,"Golchha Organisation, Tuborg, backup लिनुस्, मनाङ, GPS location",seed_guide
OOV_0022,माघभित्र,PROP,True,"माघभित्र, Oreo, गौर, टोखा, लोकसेवा आयोग",step4_corpus
OOV_0022,Oreo,BRAND,True,"माघभित्र, Oreo, गौर, टोखा, लोकसेवा आयोग",seed_guide
OOV_0022,गौर,NAV,True,"माघभित्र, Oreo, गौर, टोखा, लोकसेवा आयोग",seed_guide
OOV_0022,टोखा,NAV,True,"माघभित्र, Oreo, गौर, टोखा, लोकसेवा आयोग",seed_guide
OOV_0022,लोकसेवा आयोग,GOVT,True,"माघभित्र, Oreo, गौर, टोखा, लोकसेवा आयोग",seed_guide
OOV_0023,गुरुङ,PROP,True,"गुरुङ, कोषू, Nepal Life Insurance, Maruti, EV",seed_guide
OOV_0023,कोषू,GOVT,True,"गुरुङ, कोषू, Nepal Life Insurance, Maruti, EV",step4_corpus
OOV_0023,Nepal Life Insurance,CMPY,True,"गुरुङ, कोषू, Nepal Life Insurance, Maruti, EV",seed_guide
OOV_0023,Maruti,BRAND,True,"गुरुङ, कोषू, Nepal Life Insurance, Maruti, EV",seed_guide
OOV_0023,EV,ABBR,True,"गुरुङ, कोषू, Nepal Life Insurance, Maruti, EV",seed_guide
OOV_0024,INGO,ABBR,True,"INGO, करोड़ौं, Himalayan Bank, WHO, क्यानडा",seed_guide
OOV_0024,करोड़ौं,NAV,True,"INGO, करोड़ौं, Himalayan Bank, WHO, क्यानडा",step4_corpus
OOV_0024,Himalayan Bank,CMPY,True,"INGO, करोड़ौं, Himalayan Bank, WHO, क्यानडा",seed_guide
OOV_0024,WHO,ABBR,True,"INGO, करोड़ौं, Himalayan Bank, WHO, क्यानडा",seed_guide
OOV_0024,क्यानडा,PROP,True,"INGO, करोड़ौं, Himalayan Bank, WHO, क्यानडा",seed_guide
OOV_0025,BC,ABBR,True,"BC, LG, Zandu, Bhatbhateni, Lifebuoy",seed_guide
OOV_0025,LG,BRAND,True,"BC, LG, Zandu, Bhatbhateni, Lifebuoy",seed_guide
OOV_0025,Zandu,BRAND,True,"BC, LG, Zandu, Bhatbhateni, Lifebuoy",seed_guide
OOV_0025,Bhatbhateni,BRAND,True,"BC, LG, Zandu, Bhatbhateni, Lifebuoy",seed_guide
OOV_0025,Lifebuoy,BRAND,True,"BC, LG, Zandu, Bhatbhateni, Lifebuoy",seed_guide
OOV_0026,लाङटाङ हिमाल,PROP,True,"लाङटाङ हिमाल, म्यानमार, Surf, IME, NIC Asia Bank",seed_guide
OOV_0026,म्यानमार,PROP,True,"लाङटाङ हिमाल, म्यानमार, Surf, IME, NIC Asia Bank",seed_guide
OOV_0026,Surf,BRAND,True,"लाङटाङ हिमाल, म्यानमार, Surf, IME, NIC Asia Bank",seed_guide
OOV_0026,IME,BRAND,True,"लाङटाङ हिमाल, म्यानमार, Surf, IME, NIC Asia Bank",seed_guide
OOV_0026,NIC Asia Bank,CMPY,True,"लाङटाङ हिमाल, म्यानमार, Surf, IME, NIC Asia Bank",seed_guide
OOV_0027,नाइजेरिया,PROP,True,"नाइजेरिया, कालापत्थर, ब्राजिल, सर्वोच्च अदालत, भानुभक्त",seed_guide
OOV_0027,कालापत्थर,PROP,True,"नाइजेरिया, कालापत्थर, ब्राजिल, सर्वोच्च अदालत, भानुभक्त",seed_guide
OOV_0027,ब्राजिल,PROP,True,"नाइजेरिया, कालापत्थर, ब्राजिल, सर्वोच्च अदालत, भानुभक्त",seed_guide
OOV_0027,सर्वोच्च अदालत,GOVT,True,"नाइजेरिया, कालापत्थर, ब्राजिल, सर्वोच्च अदालत, भानुभक्त",seed_guide
OOV_0027,भानुभक्त,PROP,True,"नाइजेरिया, कालापत्थर, ब्राजिल, सर्वोच्च अदालत, भानुभक्त",seed_guide
OOV_0028,भीमसेन थान,PROP,True,"भीमसेन थान, ऐया, video call गर्ने, चो ओयु, Shikhar Insurance",seed_guide
OOV_0028,ऐया,PROP,True,"भीमसेन थान, ऐया, video call गर्ने, चो ओयु, Shikhar Insurance",step4_corpus
OOV_0028,video call गर्ने,CM,True,"भीमसेन थान, ऐया, video call गर्ने, चो ओयु, Shikhar Insurance",seed_guide
OOV_0028,चो ओयु,PROP,True,"भीमसेन थान, ऐया, video call गर्ने, चो ओयु, Shikhar Insurance",seed_guide
OOV_0028,Shikhar Insurance,CMPY,True,"भीमसेन थान, ऐया, video call गर्ने, चो ओयु, Shikhar Insurance",seed_guide
OOV_0029,KTM,ABBR,True,"KTM, लन्डन, जण्डिस, software install, NIBL Ace Capital",seed_guide
OOV_0029,लन्डन,PROP,True,"KTM, लन्डन, जण्डिस, software install, NIBL Ace Capital",seed_guide
OOV_0029,जण्डिस,PROP,True,"KTM, लन्डन, जण्डिस, software install, NIBL Ace Capital",step4_corpus
OOV_0029,software install,CM,True,"KTM, लन्डन, जण्डिस, software install, NIBL Ace Capital",seed_guide
OOV_0029,NIBL Ace Capital,CMPY,True,"KTM, लन्डन, जण्डिस, software install, NIBL Ace Capital",seed_guide
OOV_0030,दासढुंगा,PROP,True,"दासढुंगा, ललितपुर महानगर, CPU, Instagram reel, करोड़ौंको",step4_corpus
OOV_0030,ललितपुर महानगर,NAV,True,"दासढुंगा, ललितपुर महानगर, CPU, Instagram reel, करोड़ौंको",seed_guide
OOV_0030,CPU,ABBR,True,"दासढुंगा, ललितपुर महानगर, CPU, Instagram reel, करोड़ौंको",seed_guide
OOV_0030,Instagram reel,CM,True,"दासढुंगा, ललितपुर महानगर, CPU, Instagram reel, करोड़ौंको",seed_guide
OOV_0030,करोड़ौंको,NAV,True,"दासढुंगा, ललितपुर महानगर, CPU, Instagram reel, करोड़ौंको",step4_corpus
OOV_0031,news feed,CM,True,"news feed, ऊर्जा मन्त्रालय, हेटौँडा, Panadol, PDF",seed_guide
OOV_0031,ऊर्जा मन्त्रालय,GOVT,True,"news feed, ऊर्जा मन्त्रालय, हेटौँडा, Panadol, PDF",seed_guide
OOV_0031,हेटौँडा,NAV,True,"news feed, ऊर्जा मन्त्रालय, हेटौँडा, Panadol, PDF",seed_guide
OOV_0031,Panadol,BRAND,True,"news feed, ऊर्जा मन्त्रालय, हेटौँडा, Panadol, PDF",seed_guide
OOV_0031,PDF,ABBR,True,"news feed, ऊर्जा मन्त्रालय, हेटौँडा, Panadol, PDF",seed_guide
OOV_0032,voucher apply,CM,True,"voucher apply, AI, Bouddha Air, CCTV जडान, Chaudhary Group",seed_guide
OOV_0032,AI,ABBR,True,"voucher apply, AI, Bouddha Air, CCTV जडान, Chaudhary Group",seed_guide
OOV_0032,Bouddha Air,CMPY,True,"voucher apply, AI, Bouddha Air, CCTV जडान, Chaudhary Group",seed_guide
OOV_0032,CCTV जडान,CM,True,"voucher apply, AI, Bouddha Air, CCTV जडान, Chaudhary Group",seed_guide
OOV_0032,Chaudhary Group,CMPY,True,"voucher apply, AI, Bouddha Air, CCTV जडान, Chaudhary Group",seed_guide
OOV_0033,मेक्सिको,PROP,True,"मेक्सिको, Xiaomi, अख्तियार दुरुपयोग, URL, चन्द्रागिरि",seed_guide
OOV_0033,Xiaomi,BRAND,True,"मेक्सिको, Xiaomi, अख्तियार दुरुपयोग, URL, चन्द्रागिरि",seed_guide
OOV_0033,अख्तियार दुरुपयोग,GOVT,True,"मेक्सिको, Xiaomi, अख्तियार दुरुपयोग, URL, चन्द्रागिरि",seed_guide
OOV_0033,URL,ABBR,True,"मेक्सिको, Xiaomi, अख्तियार दुरुपयोग, URL, चन्द्रागिरि",seed_guide
OOV_0033,चन्द्रागिरि,NAV,True,"मेक्सिको, Xiaomi, अख्तियार दुरुपयोग, URL, चन्द्रागिरि",seed_guide
OOV_0034,बराहक्षेत्र,PROP,True,"बराहक्षेत्र, paste गर्नुस्, खानेपानी योजना, इन्डोनेसिया, कालङ्की चोक",seed_guide
OOV_0034,paste गर्नुस्,CM,True,"बराहक्षेत्र, paste गर्नुस्, खानेपानी योजना, इन्डोनेसिया, कालङ्की चोक",seed_guide
OOV_0034,खानेपानी योजना,GOVT,True,"बराहक्षेत्र, paste गर्नुस्, खानेपानी योजना, इन्डोनेसिया, कालङ्की चोक",seed_guide
OOV_0034,इन्डोनेसिया,PROP,True,"बराहक्षेत्र, paste गर्नुस्, खानेपानी योजना, इन्डोनेसिया, कालङ्की चोक",seed_guide
OOV_0034,कालङ्की चोक,NAV,True,"बराहक्षेत्र, paste गर्नुस्, खानेपानी योजना, इन्डोनेसिया, कालङ्की चोक",seed_guide
OOV_0035,रंगखबर,PROP,True,"रंगखबर, Honda, त्रिलोकचन्द्र, cashback offer, Philips",step4_corpus
OOV_0035,Honda,BRAND,True,"रंगखबर, Honda, त्रिलोकचन्द्र, cashback offer, Philips",seed_guide
OOV_0035,त्रिलोकचन्द्र,PROP,True,"रंगखबर, Honda, त्रिलोकचन्द्र, cashback offer, Philips",seed_guide
OOV_0035,cashback offer,CM,True,"रंगखबर, Honda, त्रिलोकचन्द्र, cashback offer, Philips",seed_guide
OOV_0035,Philips,BRAND,True,"रंगखबर, Honda, त्रिलोकचन्द्र, cashback offer, Philips",seed_guide
OOV_0036,Nepal Airlines,CMPY,True,"Nepal Airlines, हिरण्यवर्ण महाविहार, घण्टाघर, बेइजिङ, phishing attack",seed_guide
OOV_0036,हिरण्यवर्ण महाविहार,PROP,True,"Nepal Airlines, हिरण्यवर्ण महाविहार, घण्टाघर, बेइजिङ, phishing attack",seed_guide
OOV_0036,घण्टाघर,NAV,True,"Nepal Airlines, हिरण्यवर्ण महाविहार, घण्टाघर, बेइजिङ, phishing attack",seed_guide
OOV_0036,बेइजिङ,PROP,True,"Nepal Airlines, हिरण्यवर्ण महाविहार, घण्टाघर, बेइजिङ, phishing attack",seed_guide
OOV_0036,phishing attack,CM,True,"Nepal Airlines, हिरण्यवर्ण महाविहार, घण्टाघर, बेइजिङ, phishing attack",seed_guide
OOV_0037,NATO,ABBR,True,"NATO, VAT, लक्ष्मीप्रसाद देवकोटा, Head Shoulders, दिगो विकास",seed_guide
OOV_0037,VAT,ABBR,True,"NATO, VAT, लक्ष्मीप्रसाद देवकोटा, Head Shoulders, दिगो विकास",seed_guide
OOV_0037,लक्ष्मीप्रसाद देवकोटा,PROP,True,"NATO, VAT, लक्ष्मीप्रसाद देवकोटा, Head Shoulders, दिगो विकास",seed_guide
OOV_0037,Head Shoulders,BRAND,True,"NATO, VAT, लक्ष्मीप्रसाद देवकोटा, Head Shoulders, दिगो विकास",seed_guide
OOV_0037,दिगो विकास,GOVT,True,"NATO, VAT, लक्ष्मीप्रसाद देवकोटा, Head Shoulders, दिगो विकास",seed_guide
OOV_0038,किर्तिपुर,NAV,True,"किर्तिपुर, Marriott, Bajaj, धौलागिरि, फिदिम",seed_guide
OOV_0038,Marriott,CMPY,True,"किर्तिपुर, Marriott, Bajaj, धौलागिरि, फिदिम",seed_guide
OOV_0038,Bajaj,BRAND,True,"किर्तिपुर, Marriott, Bajaj, धौलागिरि, फिदिम",seed_guide
OOV_0038,धौलागिरि,PROP,True,"किर्तिपुर, Marriott, Bajaj, धौलागिरि, फिदिम",seed_guide
OOV_0038,फिदिम,NAV,True,"किर्तिपुर, Marriott, Bajaj, धौलागिरि, फिदिम",seed_guide
OOV_0039,तेह्रथुम,NAV,True,"तेह्रथुम, Nabil Bank, बालिका विवाह उत्थान, पृथ्वीनारायण, BNMT",seed_guide
OOV_0039,Nabil Bank,CMPY,True,"तेह्रथुम, Nabil Bank, बालिका विवाह उत्थान, पृथ्वीनारायण, BNMT",seed_guide
OOV_0039,बालिका विवाह उत्थान,GOVT,True,"तेह्रथुम, Nabil Bank, बालिका विवाह उत्थान, पृथ्वीनारायण, BNMT",seed_guide
OOV_0039,पृथ्वीनारायण,PROP,True,"तेह्रथुम, Nabil Bank, बालिका विवाह उत्थान, पृथ्वीनारायण, BNMT",seed_guide
OOV_0039,BNMT,ABBR,True,"तेह्रथुम, Nabil Bank, बालिका विवाह उत्थान, पृथ्वीनारायण, BNMT",seed_guide
OOV_0040,उत्तरायणं,PROP,True,"उत्तरायणं, स्विट्जरल्याण्ड, ज्वालामुखी, NGO, NHRC",step4_corpus
OOV_0040,स्विट्जरल्याण्ड,PROP,True,"उत्तरायणं, स्विट्जरल्याण्ड, ज्वालामुखी, NGO, NHRC",seed_guide
OOV_0040,ज्वालामुखी,PROP,True,"उत्तरायणं, स्विट्जरल्याण्ड, ज्वालामुखी, NGO, NHRC",seed_guide
OOV_0040,NGO,ABBR,True,"उत्तरायणं, स्विट्जरल्याण्ड, ज्वालामुखी, NGO, NHRC",seed_guide
OOV_0040,NHRC,ABBR,True,"उत्तरायणं, स्विट्जरल्याण्ड, ज्वालामुखी, NGO, NHRC",seed_guide
OOV_0041,त्रिशूल,PROP,True,"त्रिशूल, Nike, Sunrise Bank, print गर्नुस्, WhatsApp group",seed_guide
OOV_0041,Nike,BRAND,True,"त्रिशूल, Nike, Sunrise Bank, print गर्नुस्, WhatsApp group",seed_guide
OOV_0041,Sunrise Bank,CMPY,True,"त्रिशूल, Nike, Sunrise Bank, print गर्नुस्, WhatsApp group",seed_guide
OOV_0041,print गर्नुस्,CM,True,"त्रिशूल, Nike, Sunrise Bank, print गर्नुस्, WhatsApp group",seed_guide
OOV_0041,WhatsApp group,CM,True,"त्रिशूल, Nike, Sunrise Bank, print गर्नुस्, WhatsApp group",seed_guide
